seqname,paper,context,classification,samplingFrame,legacy_year_approx,collection_date,genbank_collection_date_parsed,genbank_collection_year,genbank_collection_date_precision,geo_loc_name,country,genbank_location,isolation_source,id_inferred_year,id_inferred_location,id_inferred_admin1,id_inferred_admin2,id_inferred_sampling_frame,id_rule_type,id_rule_evidence,best_collection_year,best_location
KC832548,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-05-01,23-Mar-2001,2001-03-23,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E32,2001,Egypt
KC832547,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-04-28,25-Feb-2001,2001-02-25,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E24-V1,2001,Egypt
KC832546,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-04-26,25-Feb-2001,2001-02-25,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E23,2001,Egypt
KC832545,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-04-18,28-Jan-2001,2001-01-28,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E14,2001,Egypt
KC832544,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-04-15,31-Dec-2001,2001-12-31,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E132-V1,2001,Egypt
KC832543,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-04-14,31-Dec-2001,2001-12-31,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E132,2001,Egypt
KC832542,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-04-06,30-Dec-2001,2001-12-30,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E131-V2,2001,Egypt
KC832541,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-03-31,30-Dec-2001,2001-12-30,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E131,2001,Egypt
KC832540,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-03-28,25-Dec-2001,2001-12-25,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E127-V1,2001,Egypt
KC832539,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-03-25,25-Dec-2001,2001-12-25,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E127,2001,Egypt
KC832538,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-03-23,29-Nov-2001,2001-11-29,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E121-V2,2001,Egypt
KC832537,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-03-15,29-Nov-2001,2001-11-29,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E121,2001,Egypt
KC832536,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-03-09,26-Nov-2001,2001-11-26,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E118,2001,Egypt
KC832535,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-03-07,19-Nov-2001,2001-11-19,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E116-V1,2001,Egypt
KC832534,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-03-05,19-Nov-2001,2001-11-19,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E116,2001,Egypt
KC832533,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-02-28,18-Nov-2001,2001-11-18,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E115,2001,Egypt
KC832532,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-02-11,12-Nov-2001,2001-11-12,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E112-V1,2001,Egypt
KC832531,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-02-05,11-Nov-2001,2001-11-11,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E111,2001,Egypt
KC832530,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-02-02,21-Feb-2001,2001-02-21,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E10,2001,Egypt
KC832529,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-01-26,05-Nov-2001,2001-11-05,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E109-V2,2001,Egypt
KC832528,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-01-25,05-Nov-2001,2001-11-05,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E109,2001,Egypt
KC832527,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-01-24,31-Oct-2001,2001-10-31,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E108-V1,2001,Egypt
KC832526,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-01-20,31-Oct-2001,2001-10-31,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E108,2001,Egypt
KC832525,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-01-16,28-Oct-2001,2001-10-28,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E107,2001,Egypt
KC832524,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-01-13,22-Oct-2001,2001-10-22,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E103,2001,Egypt
KC832523,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2001-01-06,16-Oct-2001,2001-10-16,2001,day,Egypt,,Egypt,,2001,Egypt,,,environmental,country_year_environment_version,EGY01-E102,2001,Egypt
KC832522,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2000-12-24,12-Nov-2000,2000-11-12,2000,day,Egypt,,Egypt,,2000,Egypt,,,environmental,country_year_environment_version,EGY00-E32-V2,2000,Egypt
KC832521,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2000-12-18,12-Nov-2000,2000-11-12,2000,day,Egypt,,Egypt,,2000,Egypt,,,environmental,country_year_environment_version,EGY00-E32,2000,Egypt
KC832520,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2000-12-05,12-Nov-2000,2000-11-12,2000,day,Egypt,,Egypt,,2000,Egypt,,,environmental,country_year_environment_version,EGY00-E32,2000,Egypt
KC832519,Evolution of type 2 vaccine derived poliovirus lineages. Evidencefor codon-specific positive selection at three distinct locationson capsid wall,Egypt 2001-2005,wild,AFP,2000-10-14,09-Oct-2000,2000-10-09,2000,day,Egypt,,Egypt,,2000,Egypt,,,environmental,country_year_environment_version,EGY00-E18-V1,2000,Egypt
KC880521,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,03-Jun-2010,2010-06-03,2010,day,,,,AFP case,,Tajikistan,,,,legacy_context_location_fallback,no source or isolate/strain location parsed; falling back to legacy context for country-level triage,2010,Tajikistan
KC880520,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,12-Apr-2010,2010-04-12,2010,day,,,,AFP case,,Tajikistan,,,,legacy_context_location_fallback,no source or isolate/strain location parsed; falling back to legacy context for country-level triage,2010,Tajikistan
KC880519,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,02-Jul-2010,2010-07-02,2010,day,Russia: Khabarovsk,,Russia: Khabarovsk,AFP case,,,,,,,,2010,Russia: Khabarovsk
KC880518,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,06-Oct-2010,2010-10-06,2010,day,Russia: Chechen Republic,,Russia: Chechen Republic,AFP case,,,,,,,,2010,Russia: Chechen Republic
KC880517,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,16-Aug-2010,2010-08-16,2010,day,Russia: Chechen Republic,,Russia: Chechen Republic,AFP case,,,,,,,,2010,Russia: Chechen Republic
KC880516,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,04-Aug-2010,2010-08-04,2010,day,Russia: Chechen Republic,,Russia: Chechen Republic,AFP case,,,,,,,,2010,Russia: Chechen Republic
KC880515,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,04-Aug-2010,2010-08-04,2010,day,Russia: Chechen Republic,,Russia: Chechen Republic,AFP case,,,,,,,,2010,Russia: Chechen Republic
KC880514,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,28-May-2010,2010-05-28,2010,day,Russia: Ekaterinburg,,Russia: Ekaterinburg,healthy people,,,,,,,,2010,Russia: Ekaterinburg
KC880513,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,10-May-2010,2010-05-10,2010,day,Russia: Chelyabinsk,,Russia: Chelyabinsk,AFP case,,,,,,,,2010,Russia: Chelyabinsk
KC880512,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,21-Sep-2010,2010-09-21,2010,day,Russia: Dagestan,,Russia: Dagestan,AFP case,,,,,,,,2010,Russia: Dagestan
KC880511,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,18-Sep-2010,2010-09-18,2010,day,Russia: Dagestan,,Russia: Dagestan,AFP case,,,,,,,,2010,Russia: Dagestan
KC880510,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,2010,,2010,year,Russia: Dagestan,,Russia: Dagestan,healthy people,,,,,,,,2010,Russia: Dagestan
KC880509,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,2010,,2010,year,Russia: Dagestan,,Russia: Dagestan,healthy people,,,,,,,,2010,Russia: Dagestan
KC880508,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,24-Oct-2010,2010-10-24,2010,day,Russia: Dagestan,,Russia: Dagestan,AFP case,,,,,,,,2010,Russia: Dagestan
KC880507,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,11-Nov-2010,2010-11-11,2010,day,Russia: Dagestan,,Russia: Dagestan,healthy people,,,,,,,,2010,Russia: Dagestan
KC880506,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,08-Oct-2010,2010-10-08,2010,day,Russia: Dagestan,,Russia: Dagestan,AFP case,,,,,,,,2010,Russia: Dagestan
KC880505,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,15-Jul-2010,2010-07-15,2010,day,Russia: Dagestan,,Russia: Dagestan,AFP case,,,,,,,,2010,Russia: Dagestan
KC880504,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,15-Jul-2010,2010-07-15,2010,day,Russia: Dagestan,,Russia: Dagestan,AFP case,,,,,,,,2010,Russia: Dagestan
KC880503,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,03-May-2010,2010-05-03,2010,day,Russia: Moscow,,Russia: Moscow,healthy people,,,,,,,,2010,Russia: Moscow
KC880502,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,06-May-2010,2010-05-06,2010,day,Russia: Irkutsk,,Russia: Irkutsk,healthy people,,,,,,,,2010,Russia: Irkutsk
KC880501,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,04-May-2010,2010-05-04,2010,day,Russia: Irkutsk,,Russia: Irkutsk,AFP case,,,,,,,,2010,Russia: Irkutsk
KC880500,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,25-May-2010,2010-05-25,2010,day,Russia: Ekaterinburg,,Russia: Ekaterinburg,AFP case,,,,,,,,2010,Russia: Ekaterinburg
KC880499,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,02-Jun-2010,2010-06-02,2010,day,Russia: Ekaterinburg,,Russia: Ekaterinburg,AFP case,,,,,,,,2010,Russia: Ekaterinburg
KC880498,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,02-Jun-2010,2010-06-02,2010,day,Russia: Ekaterinburg,,Russia: Ekaterinburg,AFP case,,,,,,,,2010,Russia: Ekaterinburg
KC880497,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,10-May-2010,2010-05-10,2010,day,Russia: Chelyabinsk,,Russia: Chelyabinsk,AFP case,,,,,,,,2010,Russia: Chelyabinsk
KC880496,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,05-Jun-2010,2010-06-05,2010,day,Russia: StPetersburg,,Russia: StPetersburg,healthy people,,,,,,,,2010,Russia: StPetersburg
KC880495,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,23-Apr-2010,2010-04-23,2010,day,Tajikistan: Jomi,,Tajikistan: Jomi,AFP case,,,,,,,,2010,Tajikistan: Jomi
KC880494,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,05-May-2010,2010-05-05,2010,day,Tajikistan: Hisor,,Tajikistan: Hisor,AFP case,,,,,,,,2010,Tajikistan: Hisor
KC880493,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,04-May-2010,2010-05-04,2010,day,Tajikistan: Tursunzoda,,Tajikistan: Tursunzoda,AFP case,,,,,,,,2010,Tajikistan: Tursunzoda
KC880492,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,01-May-2010,2010-05-01,2010,day,Tajikistan: Vakhsh,,Tajikistan: Vakhsh,AFP case,,,,,,,,2010,Tajikistan: Vakhsh
KC880491,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,01-May-2010,2010-05-01,2010,day,Tajikistan: Yovon,,Tajikistan: Yovon,AFP case,,,,,,,,2010,Tajikistan: Yovon
KC880490,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,03-Apr-2010,2010-04-03,2010,day,Tajikistan: Jilikul,,Tajikistan: Jilikul,AFP case,,,,,,,,2010,Tajikistan: Jilikul
KC880489,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,21-Apr-2010,2010-04-21,2010,day,Tajikistan: Rumi,,Tajikistan: Rumi,AFP case,,,,,,,,2010,Tajikistan: Rumi
KC880488,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,04-Apr-2010,2010-04-04,2010,day,Tajikistan: Bokhtar,,Tajikistan: Bokhtar,AFP case,,,,,,,,2010,Tajikistan: Bokhtar
KC880487,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,11-May-2010,2010-05-11,2010,day,Tajikistan: Bokhtar,,Tajikistan: Bokhtar,AFP case,,,,,,,,2010,Tajikistan: Bokhtar
KC880486,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,06-May-2010,2010-05-06,2010,day,Tajikistan: Hamadoni,,Tajikistan: Hamadoni,AFP case,,,,,,,,2010,Tajikistan: Hamadoni
KC880485,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,12-May-2010,2010-05-12,2010,day,Tajikistan: Dushanbe,,Tajikistan: Dushanbe,AFP case,,,,,,,,2010,Tajikistan: Dushanbe
KC880484,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,01-May-2010,2010-05-01,2010,day,Tajikistan: Danghara,,Tajikistan: Danghara,AFP case,,,,,,,,2010,Tajikistan: Danghara
KC880483,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,21-May-2010,2010-05-21,2010,day,Tajikistan: Rudaki,,Tajikistan: Rudaki,AFP case,,,,,,,,2010,Tajikistan: Rudaki
KC880482,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,15-May-2010,2010-05-15,2010,day,Tajikistan: Danghara,,Tajikistan: Danghara,AFP case,,,,,,,,2010,Tajikistan: Danghara
KC880481,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,05-Apr-2010,2010-04-05,2010,day,Tajikistan: Rudaki,,Tajikistan: Rudaki,AFP case,,,,,,,,2010,Tajikistan: Rudaki
KC880480,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,15-May-2010,2010-05-15,2010,day,Tajikistan: Tojikobob,,Tajikistan: Tojikobob,AFP case,,,,,,,,2010,Tajikistan: Tojikobob
KC880479,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,07-Apr-2010,2010-04-07,2010,day,Tajikistan: Shahrtuz,,Tajikistan: Shahrtuz,AFP case,,,,,,,,2010,Tajikistan: Shahrtuz
KC880478,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,09-Apr-2010,2010-04-09,2010,day,Tajikistan: Vahdat,,Tajikistan: Vahdat,AFP case,,,,,,,,2010,Tajikistan: Vahdat
KC880477,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,14-May-2010,2010-05-14,2010,day,Tajikistan: Tursunzoda,,Tajikistan: Tursunzoda,AFP case,,,,,,,,2010,Tajikistan: Tursunzoda
KC880476,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,05-May-2010,2010-05-05,2010,day,Tajikistan: Shahrinaw,,Tajikistan: Shahrinaw,AFP case,,,,,,,,2010,Tajikistan: Shahrinaw
KC880475,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,31-May-2010,2010-05-31,2010,day,Tajikistan: Tursunzoda,,Tajikistan: Tursunzoda,AFP case,,,,,,,,2010,Tajikistan: Tursunzoda
KC880474,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,12-Apr-2010,2010-04-12,2010,day,Tajikistan: Vahdat,,Tajikistan: Vahdat,AFP case,,,,,,,,2010,Tajikistan: Vahdat
KC880473,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,18-Jun-2010,2010-06-18,2010,day,Tajikistan: Kulob,,Tajikistan: Kulob,AFP case,,,,,,,,2010,Tajikistan: Kulob
KC880472,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,08-Apr-2010,2010-04-08,2010,day,Tajikistan: Hisor,,Tajikistan: Hisor,AFP case,,,,,,,,2010,Tajikistan: Hisor
KC880471,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,07-May-2010,2010-05-07,2010,day,Tajikistan: Bokhtar,,Tajikistan: Bokhtar,AFP case,,,,,,,,2010,Tajikistan: Bokhtar
KC880470,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,10-May-2010,2010-05-10,2010,day,Tajikistan: Jilikul,,Tajikistan: Jilikul,AFP case,,,,,,,,2010,Tajikistan: Jilikul
KC880469,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,23-Apr-2010,2010-04-23,2010,day,Tajikistan: Yovon,,Tajikistan: Yovon,AFP case,,,,,,,,2010,Tajikistan: Yovon
KC880468,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,01-May-2010,2010-05-01,2010,day,Tajikistan: Dushanbe,,Tajikistan: Dushanbe,AFP case,,,,,,,,2010,Tajikistan: Dushanbe
KC880467,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,26-Apr-2010,2010-04-26,2010,day,Tajikistan: Dushanbe,,Tajikistan: Dushanbe,AFP case,,,,,,,,2010,Tajikistan: Dushanbe
KC880466,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,28-Jun-2010,2010-06-28,2010,day,Turkmenistan,,Turkmenistan,AFP case,,,,,,,,2010,Turkmenistan
KC880465,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,10-May-2010,2010-05-10,2010,day,Tajikistan: Vakhsh,,Tajikistan: Vakhsh,AFP case,,,,,,,,2010,Tajikistan: Vakhsh
KC880464,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,09-May-2010,2010-05-09,2010,day,Tajikistan: Rudaki,,Tajikistan: Rudaki,AFP case,,,,,,,,2010,Tajikistan: Rudaki
KC880463,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,01-May-2010,2010-05-01,2010,day,Tajikistan: Bokhtar,,Tajikistan: Bokhtar,AFP case,,,,,,,,2010,Tajikistan: Bokhtar
KC880462,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,19-May-2010,2010-05-19,2010,day,Tajikistan: Tursunzoda,,Tajikistan: Tursunzoda,AFP case,,,,,,,,2010,Tajikistan: Tursunzoda
KC880461,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,26-Feb-2010,2010-02-26,2010,day,Tajikistan: Rudaki,,Tajikistan: Rudaki,AFP case,,,,,,,,2010,Tajikistan: Rudaki
KC880460,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,06-May-2010,2010-05-06,2010,day,Tajikistan: Qumsangir,,Tajikistan: Qumsangir,AFP case,,,,,,,,2010,Tajikistan: Qumsangir
KC880459,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,17-May-2010,2010-05-17,2010,day,Tajikistan: Norak,,Tajikistan: Norak,AFP case,,,,,,,,2010,Tajikistan: Norak
KC880458,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,14-Apr-2010,2010-04-14,2010,day,Tajikistan: Rudaki,,Tajikistan: Rudaki,AFP case,,,,,,,,2010,Tajikistan: Rudaki
KC880457,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,01-May-2010,2010-05-01,2010,day,Tajikistan: Vose,,Tajikistan: Vose,AFP case,,,,,,,,2010,Tajikistan: Vose
KC880456,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,24-Apr-2010,2010-04-24,2010,day,Tajikistan: Dushanbe,,Tajikistan: Dushanbe,AFP case,,,,,,,,2010,Tajikistan: Dushanbe
